instinct	From Latin īnstīnctus, past participle of īnstinguō (“to incite, to instigate”), from in (“in, on”) + stinguō (“to prick”).	noun. A natural or inherent impulse or behaviour.
instruct	From Latin īnstrūctus, perfect passive participle of īnstruō (“I instruct; I arrange, furnish, or provide”).	verb. To teach by giving instructions.
integral	Borrowed from Middle French integral, from Medieval Latin integrālis, from Latin integer (“entire”); see integer.	adjective. Constituting a whole together with other parts or factors; not omittable or removable.
interact	From inter- + act.	verb. To act upon each other. To engage in communication and other shared activities (with someone).
interest	From Middle English interest, from Old French interesse and interest (French intérêt), from Medieval Latin interesse, from Latin interesse.	noun. The price paid for obtaining, or price received for providing, money or goods in a credit transaction, calculated as a fraction of the amount or value of what was borrowed.
interior	From Latin interior (“inner, interior”).	adjective. Within any limits, enclosure, or substance; inside; internal; inner.
internal	From Middle English internall, internalle, borrowing from New Latin internālis (“of or pertaining to the inner part”), from internus (“inward, internal”) + -ālis (“-al”, adjectival suffix). By surface analysis, intern + -al.	adjective. Of or situated on the inside.
interval	From Middle English interval, intervalle, from Old French intervalle, entreval, from Latin intervallum (“space between, interval, distance, interval of time, pause, difference; literally, space between two palisades or walls”), from inter (“between”) + vallum (“palisade, wall”).	noun. A distance in space.
intimate	Borrowed from Latin intimātus, the perfect passive participle of intimō (“to put or bring into, to impress, to make familiar”) (see -ate (adjective forming suffix)), from intimus (“inmost, innermost, most intimate”), superlative of intus (“within”), from in (“in”); see interior.	adjective. Closely acquainted; familiar.
invasion	From Middle French invasion, from Late Latin invāsiōnem, accusative of invāsiō.	noun. A military action consisting of a large armed force of one geopolitical entity entering territory controlled by another such entity, generally with the objective of conquering territory or altering the established government.
inventor	Borrowed from Latin inventor. By surface analysis, invent + -or.	noun. One who invents, either as a hobby or as an occupation.
involved	From involve + -ed.	adjective. Complicated.
irritate	Borrowed from Latin irrītātus, perfect passive participle of irrītō (“excite, irritate, incite, stimulate”), see -ate (verb-forming suffix).	verb. To provoke impatience, anger, or displeasure in.
isolated	A rendering into English of French isolé.	adjective. Placed or standing apart or alone; in isolation.
judgment	From Middle English juggement, borrowed from Old French jugement, from Late Latin iūdicāmentum, from Latin iūdicō. Partially displaced doom. By surface analysis, judge + -ment.	noun. The act of judging.
junction	From Latin iūnctiō (“union, joining, uniting”), from iungō (“join, attach together”). Equivalent to join + -tion.	noun. The act of joining, or the state of being joined.
juvenile	Borrowed from Latin iuvenīlis (“youthful; juvenile”), from iuvenis (“young; a youth”) + -īlis (suffix forming adjectives indicating a relationship or a pertaining to). Iuvenis is ultimately derived from Proto-Indo-European *h₂yuh₁en- (“young”), from *h₂óyu (“long life; lifetime”) (from *h₂ey- (“age; life”)) + *h₁én (“in”).	adjective. Young; not fully developed.
keyboard	From key + board.	noun. A set of keys laid out in a gridlike pattern, used for typing on a typewriter, computer, etc.
kindness	From Middle English kyndenesse, equivalent to kind + -ness.	noun. The state of being kind.
landlord	From Middle English londlord, landlorde, from Old English landhlāford, equivalent to land + lord. Cognate with Scots landlaird, Middle Low German lantlord (“homeowner, landlord”).	noun. A person that leases real property; a lessor.
language	From Middle English langage, language, from Old French language, from Vulgar Latin *linguāticum, from Latin lingua (“tongue, speech, language”), from Old Latin dingua (“tongue”), from Proto-Indo-European *dn̥ǵʰwéh₂s (“tongue, speech, language”). Doublet of langaj. Displaced native Old English ġeþēode.	noun. A body of words, and set of methods of combining them (called a grammar), understood by a community and used as a form of communication.
laughing	From Middle English laughynge; equivalent to laugh + -ing.	noun. verbal noun of laugh: the action of the verb to laugh.
laughter	From Middle English laughter, laghter, laȝter, from Old English hleahtor (“laughter, jubilation, derision”), from Proto-Germanic *hlahtraz (“laughter”), from Proto-Indo-European *klek-, *kleg- (“to shout”). Cognate with German Gelächter (“laughter, hilarity, merriment”), Danish and Norwegian latter (“laughter”), Icelandic hlátur (“laughter”). More at laugh.	noun. The sound of laughing, produced by air so expelled; any similar sound.
lavatory	From Middle English lavatorie, from Late Latin lavātōrium, from Latin lavāre (“to wash”) + -ium (forming places related to an activity). As a place to pan gold, via Spanish lavadero. Doublet of lavatorium and laver. See also lave.	noun. A vessel or fixture for washing, particularly: A laver: a washbasin. A bathtub. A piscina: the basin used for washing communion vessels. A lavabo: the basin used for washing one 's hands before handling the Eucharist. A baptismal font: the basin used for baptism, used figuratively for the washing away of sins. A plumbing fixture used for washing: a sink.
laziness	From lazy + -ness.	noun. The quality of being lazy
learning	From Middle English lernyng, lernynge, from Old English leornung (“learning, study”), from Proto-West Germanic *liʀnungu (“learning”), equivalent to learn + -ing. Cognate with Old Saxon lernunga, German Lernung.	noun. An act in which something is learned.
lecturer	From lecture + -er.	noun. A person who gives lectures, especially as a profession.
lifetime	From Middle English lyftyme, equivalent to life + time. Cognate with Icelandic líftími (“lifetime”). Compare also Saterland Frisian Lieuwendstied, Dutch leeftijd and levenstijd, German Low German Levenstied, German Lebenszeit, Danish livstid, Swedish livstid.	noun. The duration of the life of someone or something.
lighting	From light + -ing.	noun. The equipment used to provide illumination; the illumination so provided.
likewise	From Middle English lykewise, lykewyse, lyke wyse, lijk wise, a shortened form of Middle English in lik wise (“in like wise”); equivalent to like + -wise. Compare with otherwise.	adverb. In a similar manner.
listener	From listen + -er.	noun. Someone who listens, especially to a speech or a broadcast.
literary	From French littéraire.	adjective. Relating to literature.
literate	Inherited from Middle English litterate, borrowed from Latin lītterātus, līterātus, see -ate (adjective-forming suffix) and -ate (noun-forming suffix). Doublet of literato and literatus. Displaced native Old English stæfwīs.	adjective. Able to read and write; having literacy.
location	Borrowed from Latin locatio, locationis (“a placing”), from locare (“to place, put, set, let”), from locus (“a place”). Equivalent to locate + -ion.	noun. A particular point or place in physical space.
loophole	From Middle English loupe (“opening in a wall”) + hole, from a Germanic source. By surface analysis, loop + hole. Compare Medieval Latin loupa, lobia and Middle Dutch lupen (“to watch”).	noun. A slit in a castle wall; today, any similar window for shooting a ranged weapon or letting in light.
lowering	c. 1600, "descend, sink, grow less or lower" (intransitive), from lower (adj.), comparative of low (adj.). Transitive meaning "let down, cause to descend" attested from 1650s. Related: Lowered; lowering. In the transitive sense "to cause to descend" the older verb was low. From Middle English lahghenn, (c. 1200), which continued in use into the 18c.	verb. present participle and gerund of lower
magazine	From Middle English magasyne, from Middle French magasin (“warehouse, store”), from Italian magazzino (“storehouse”), ultimately from Arabic مَخَازِن pl (maḵāzin), plural of مَخْزَن (maḵzan, “storeroom, storehouse”), noun of place from خَزَنَ (ḵazana, “to store, to stock, to lay up”). First attested in the 1580s.	noun. A nonacademic, periodical publication which consists of articles by multiple writers on some broad topic or theme. A radio or television show where each episode comprises a variety of features or segments, akin to the format of a print magazine.
magnetic	From magnet + -ic.	adjective. Of, relating to, operating by, or caused by magnetism.
maintain	From Middle English mayntenen, from Old French maintenir, from Late Latin manūteneō, manūtenēre (“I support”), from Latin manū (“with/in/by the hand”, ablative of manus) + tenēre (“to hold”).	verb. To keep up; to preserve; to uphold (a state, condition etc.).
majority	From Middle French maiorité, from Medieval Latin maiōritātem, accusative of Latin maiōritās, from Latin maior (“greater”). Morphologically major + -ity.	noun. More than half (50%) of some group.
managing	From man- + saging	verb. present participle and gerund of manage
manpower	From man + power.	noun. The total number of all available workers; the workforce.
manually	From manual + -ly.	adverb. By hand.
marginal	Learned borrowing from Medieval Latin marginālis, equivalent to margin + -al.	adjective. Of, relating to, or located at or near a margin or edge; also figurative usages of location and margin (edge).
marriage	From Middle English mariage, from Old French mariage, from marier (“to marry”), from Latin marītō (“marry”, verb, literally “give in marriage”), from marītus (“lover”, “nuptial”), from mas (“male, masculine, of the male sex”). Equivalent to marry + -age. Doublet of maritage. Displaced native Old English sinsċipe.	noun. The state of being married.
material	From Middle English material, from Late Latin māteriālis, from Latin māteria (“wood, material, substance”), from māter (“mother”). Displaced native Middle English andweorc, andwork (“material, matter”) (from Old English andweorc (“matter, substance, material”)). Doublet of materiel.	adjective. Of, relating to, or consisting of matter, especially physical.
maximize	From Latin maximus + English -ize.	verb. To make as large as possible.
meantime	From Middle English menetime, equivalent to mean + time. Adverb is by ellipsis from in the meantime.	noun. The time spent waiting for another event; time in between.
mechanic	From Middle English mekanyk (“mechanical”), from Old French mecanique, from Latin mechanicus (“of or belonging to machines or mechanics, inventive”), from Ancient Greek μηχανικός (mēkhanikós, “pertaining to machines or contrivance, mechanic, ingenious, inventive”), from μηχανή (mēkhanḗ, “a machine, contrivance”); see machine.	adjective. mechanical; relating to mechanics or the laws of motion in physics
medicine	From Middle English medicin, from Middle French medicine, from Old French medecine, from Latin medicīna (“the healing art, medicine, a physician's shop, a remedy, medicine”), feminine of medicīnus (“of or belonging to physic or surgery, or to a physician or surgeon”), from medicus (“a physician, surgeon”). The extended sense of "Indigenous magic" is a calque of Ojibwe mashkiki (“medicine”) or mide (or cognates in related languages) when used in compounds such as Grand Medicine Society, medicine lodge, medicine dance, medicine bag, medicine wheel, medicine man, Medicine Line, and bad medicine or place names such as Medicine Hat, Medicine Creek, etc. Displaced native Old English lybb (“drug, medicine”).	noun. A substance which specifically promotes healing when ingested or consumed in some way; a pharmaceutical drug.
medieval	From French médiéval (“medieval”), from Latin medium (“middle”) + aevum (“age”).	adjective. Of or relating to the Middle Ages, the period from approximately 500 to 1500 AD.
megabyte	From mega- + byte.	noun. One million (10, or 1,000,000) bytes or 1,000 kilobytes.
mentally	From mental + -ly.	adverb. In a mental manner; an idea thought out in one's mind, as opposed to an idea spoken orally.
metaphor	From Middle French métaphore, from Latin metaphora, from Ancient Greek μεταφορά (metaphorá), from μεταφέρω (metaphérō, “to transfer, apply”), from μετά (metá, “with, across, after”) + φέρω (phérō, “to bear, carry”).	noun. The use of a word, phrase, concept, or set of concepts to refer to something other than its literal meaning, invoking an implicit similarity between the thing described and what is denoted by the word, etc., that is used.
midnight	From Middle English midnight, from Old English midniht, from Proto-Germanic *midjanahts (“midnight”), equivalent to mid- + night. Cognate with Saterland Frisian Midnoacht (“midnight”), Old High German mittinaht (“midnight”), Danish midnat (“midnight”), Swedish midnatt (“midnight”), Icelandic miðnætti (“midnight”). Compare also Saterland Frisian Middernoacht (“midnight”), Dutch middernacht (“midnight”), German Mitternacht (“midnight”).	noun. The middle of the night: the sixth temporal hour, equidistant between sunset and sunrise.
military	From Middle English militari, from Old French militaire, from Latin mīlitāris, from mīles (“soldier”) + -āris (whence -ary). Doublet of militaire.	adjective. Characteristic of members of the armed forces.
mindless	From Middle English myndles, myndelees, myndeles, mendlees, from Old English myndlēas, ġemyndlēas (“foolish, senseless”), equivalent to mind + -less.	adjective. Showing a lack of forethought or sense.
minimize	From Latin minimus + -ize.	verb. To make (something) smaller or as small as possible; shrink; reduce.
minister	From Middle English ministre, from Old French ministre, from Latin minister (“an attendant, servant, assistant, a priest's assistant or other under official”), from minor (“less”) + -ter; see minor. Doublet of Minorite.	noun. A person who is trained to preach, to perform religious ceremonies, and to afford pastoral care at a Protestant church.
minority	From Late Middle English minoritie, from Middle French minorité, and its source Late Latin minōritās, from Latin minor. Morphologically minor + -ity.	noun. The state or condition of being smaller, inferior, or subordinate to something or someone else; lesserness.
misguide	From mis- + guide.	verb. To guide poorly or incorrectly; to lead astray or into error.
misplace	From mis- + place.	verb. To put something somewhere and then forget its location; to mislay.
misprint	From mis- + print.	noun. An accidental mistake in print.
mistaken	Morphologically mistake + -n.	verb. past participle of mistake
mnemonic	Borrowed from Late Latin mnemonicus or its etymon Ancient Greek μνημονῐκός (mnēmonĭkós, “pertaining to memory or remembrance, memorial”) + English -ic (suffix meaning ‘of or pertaining to’ forming adjectives). Mνημονῐκός (Mnēmonĭkós) is derived from μνήμων (mnḗmōn, “mindful, remembering”) + -ῐκός (-ĭkós, suffix meaning ‘of or pertaining to’ forming adjectives); while μνήμων (mnḗmōn) is from μνάομαι (mnáomai, “to be mindful, remember”) (from Proto-Indo-European *men- (“to mind; to think”)) + -μων (-mōn, suffix forming adjectives and agent nouns).	adjective. Especially of a series of ideas, letters, words, etc.: intended to help in remembering.
modeling	From model + -ing.	noun. The art of sculpting models from clay etc. to create a representation of something.
moderate	From Middle English moderat(e) (“moderate, temperate”), borrowed from Latin moderātus, perfect active participle of moderor (“to regulate, to restrain, to moderate”) (see -ate (adjective-forming suffix)), from moder-, modes-, a stem appearing also in modestus (“moderate, discreet, modest”), from modus (“a measure”); see mode and modest. Doublet of moderato. Displaced native Old English ġemetlīċ (“moderate”) and metegian (“to moderate”). Cognate with French modéré.	adjective. Not excessive; acting in moderation.
modified	From modify + -ed.	adjective. changed; altered
molecule	Borrowed from French molécule, from New Latin molecula (“a molecule”), diminutive of Latin moles (“a mass”).	noun. The smallest particle of a specific element or compound that retains the chemical properties of that element or compound; two or more atoms held together by chemical bonds.
momentum	Borrowed from Latin mōmentum. Doublet of moment and movement.	noun. Of a body in motion: the tendency of a body to maintain its inertial motion; the product of its mass and velocity, or the vector sum of the products of its masses and velocities.
monopoly	From Latin monopōlium, from Ancient Greek μονοπώλιον (monopṓlion, “a right of exclusive sale”), from μόνος (mónos, “sole”) + πωλέω (pōléō, “to barter, sell”). By surface analysis, mono- + -poly.	noun. A situation, by legal privilege or other agreement, in which solely one party (company, cartel etc.) exclusively provides a particular product or service, dominating that market and generally exerting powerful control over it.
morality	From Anglo-Norman moralité, Middle French moralité, from Late Latin mōrālitās (“manner, characteristic, character”), from Latin mōrālis (“relating to manners or morals”), from mōs (“manner, custom”). equivalent to moral + -ity.	noun. Recognition of the distinction between good and evil or between right and wrong; respect for and obedience to the rules of right conduct; the mental disposition or characteristic of behaving in a manner intended to produce morally good results.
moreover	Inherited from Middle English moreover, moreovere, morover, mooreover, more-overe, mare over, equivalent to more + over.	adverb. In addition to what has been said.
motivate	From motive + -ate (verb-forming suffix). Compare French motiver.	verb. To provide someone with an incentive to do something; to encourage; to actuate.
motorway	From motor + way.	noun. A highway with grade-separated crossings (rather than level crossings) and designed (and only permitted) for high-speed motor- traffic (in Europe motor vehicles with a higher speed limit than 40 km/h) running in two directions on one separate carriageway each.
mountain	From Middle English mountayne, mountain, montaigne, from Anglo-Norman muntaine, muntaigne, from Early Medieval Latin montānia, a collective based on Latin montem (“mountain”), from Proto-Indo-European *monti (compare Welsh mynydd (“mountain”), Albanian mat (“bank, shore”), Avestan 𐬨𐬀𐬙𐬌 (mati, “promontory”)), from *men- (“to project, stick out”). Displaced native English barrow (from Old English beorg) and down (from Old English dūn), and partially displaced non-native Old English munt, from Latin mōns (whence English mount).	noun. An elevation of land of considerable dimensions rising more or less abruptly, forming a conspicuous figure in the landscape, usually having a small extent of surface at its summit.
mounting	From mount + -ing.	adjective. That continues to mount; steadily rising or accumulating.
movement	From Middle English mevement, from Old French movement (modern French mouvement), from movoir + -ment; cf. also Medieval Latin movimentum, from Latin movere (“move”). Doublet of moment and momentum. In this sense, displaced native Old English styring, which led to Modern English stirring. Morphologically move + -ment.	noun. Physical motion between points in space.
multiple	From French multiple, itself from Late Latin multiplus.	determiner. More than one (followed by plural).
multiply	From Old French multiplier, from Latin multiplicō, from multi (“many”) + plicō (“to fold”). The noun presumably derives from the verb.	verb. To increase the amount, degree or number of (something).
murderer	From Middle English murderere; equivalent to murder + -er.	noun. A person who commits murder.
musician	From Middle English musician, musicien, from Old French musicien (“musician”), equivalent to musike + - ien. By surface analysis, music + -ician.	noun. A composer, conductor, or performer of music; specifically, a person who sings and/or plays a musical instrument as a hobby, occupation, or profession.
mutually	From mutual + -ly.	adverb. In the same way, each to the other; reciprocally.
mythical	From Latin mȳthicus + -al; by surface analysis, myth + -ical.	adjective. Existing in myth.
nameless	From Middle English nameles, equivalent to name + -less. Cognate with Dutch naamloos (“nameless”), German namenlos (“nameless”), Danish navnløs (“nameless”), Swedish namnlös (“nameless”), Icelandic nafnlaus (“nameless, anonymous”).	adjective. Not having a name.
national	From Middle French national, corresponding to nation + -al.	adjective. Pertaining to a nation or country, especially as a whole; affecting, shared by, or existing throughout all of a nation; the state.
needless	From Middle English needlees, nedelees, nedeles, equivalent to need + -less.	adjective. Not needed; unnecessary.
negative	From Middle English negative, negatif, from Old French negatif, from Latin negātīvus (“that denies, negative”), from negāre (“to deny”); see negate.	adjective. Not positive or neutral; bad; undesirable; unfavourable.
newcomer	From Middle English newe-comere, equivalent to new- + comer. Compare Old English nīwcumen (“new comer, neophyte, novice”).	noun. One who has recently come to a community; a recent arrival.
nickname	From Middle English neke name, alteration (due to a rebracketing of an ekename as a nekename) of earlier ekename (“nickname”), from eke (“additional”) + name. Compare Old Norse aukanafn, auknafn, auknefni, Faroese eyknevni, Danish øgenavn, Norwegian Nynorsk aukenamn, Swedish öknamn, and German Low German Ökelname. For other similar cases of incorrect division, see also apron, daffodil, newt, orange, umpire.	noun. A familiar, invented name for a person or thing used instead of the actual name of the person or thing, often based on some noteworthy characteristic.
nominate	The adjective is first attested in 1450, in Middle English, the verb in 1545; partly from Middle English nominat(e) (“named, designated”), from Latin nōminātus, perfect passive participle of nōminō (“to name”) (see -ate (etymology 1, 2 and 3)), from nōmen (“a name”). Participial usage of the adjective up until Early Modern English.	verb. To name someone as a candidate for a particular role or position, including that of an office.
nonsense	From non- (“no, none, lack of”) + sense, from c. 1610. Compare the semantically similar West Frisian ûnsin (“nonsense”), Dutch onzin (“nonsense”), German Unsinn (“nonsense”), English unsense (“nonsense”).	noun. Letters or words, in writing or speech, that have no meaning or pattern or seem to have no meaning.
normally	From normal + -ly.	adverb. Under normal conditions or circumstances; usually; most of the time
northern	From Middle English northerne, from Old English norþerne, from Proto-West Germanic *norþrōnī, from Proto-Germanic *nurþrōnijaz. Cognate with Old High German nordrōni and Old Norse norrœnn. Morphologically north + -ern.	adjective. Of, facing, situated in, or related to the north; northerly.
notation	From Latin notātiō, equivalent to notate + -ion or note + -ation.	noun. The act, process, method, or an instance of representing by a system or set of marks, signs, figures, or characters.
nowadays	From now + adays.	adverb. At the present time; in the current era.
nuisance	From Middle English noysaunce, from Anglo-Norman nusaunce, nussance and Old French nuisance, from nuisir (“to harm”), from Latin nocēre. Doublet of nocence and nocency.	noun. A minor annoyance or inconvenience.
numerous	From Middle English numerous from Latin numerōsus (“numerous, abundant; harmonious”), from numerus (“number”). Doublet of numerose. Analyzeable as numero- + -ous.	determiner. An indefinite large number of.
observer	From observe + -er.	noun. One who makes observations, monitors or takes notice.
obsolete	Borrowed from Latin obsolētus (“worn out, gone out of use”), past participle of obsolēscere (“to wear out, fall into disuse, grow old, decay”); see obsolesce.	adjective. No longer in use or no longer useful; now disused or neglected (often in favour of something newer, better, or more fashionable); outmoded.
obstruct	From Latin past participle stem obstruct- (“blocked up”), from verb obstruere, from ob (“against”) + struere (“pile up, build”).	verb. To block or fill (a passage) with obstacles or an obstacle. block.
occasion	From Middle English occasioun, from Middle French occasion, from Old French occasiun, from Latin occāsiōnem, noun of action from perfect passive participle occāsus, from verb occidō, from prefix ob- (“down", "away”) + verb cadō (“fall”).	noun. A favorable opportunity; a convenient or timely chance.
offender	From Middle English offendour, offender, offendir, equivalent to offend + -er.	noun. One who gives or causes offense, or does something wrong.
offering	From offer + -ing. Displaced native Old English hūsl.	noun. gerund of offer The act by which something is offered. That which has been offered; a sacrifice.
official	From Middle English official, from Old French official, from Latin officiālis, from Latin officium (“duty, service”), by surface analysis, office + -ial.	adjective. Of or about an office or public trust.
omission	From Middle English omissioun, from Old French omission, from Late Latin omissio, omissionem, from Latin omitto.	noun. The act of omitting.
operator	Borrowed from Latin operātor, from operor (“work, labour”). Equivalent to operate + -or.	noun. A person or organisation that operates a device, system, service, etc.
opponent	Borrowed from Latin oppōnēns (“opposing”), present active participle of oppōnō (“to oppose”).	noun. One who opposes another; one who works or takes a position against someone or something; one who attempts to stop the progress of someone or something.
opposite	Inherited from Middle English opposit, borrowed from Old French oposite, from Latin oppositus, perfect passive participle of oppōnō (“to oppose”). Compare oppose.	adjective. Located directly across from something else, or from each other.
optimize	Back-formation from optimist. First attested in 1844.	verb. To act optimistically or as an optimist.
optional	From option + -al.	adjective. Not compulsory; left to personal choice; elective.
ordinary	From Anglo-Norman ordenarie, ordenaire et al., Middle French ordinaire, and their source, Medieval Latin ordinarius, noun use of Latin ōrdinārius (“regular, orderly”), from ōrdō (“order”).	noun. A person with authority; authority, ordinance. A person having immediate jurisdiction in a given case of ecclesiastical law, such as the bishop within a diocese. A courier; someone delivering mail or post. A judge with the authority to deal with cases himself or herself rather than by delegation. The chaplain of Newgate prison, who prepared condemned prisoners for death.
organize	From Middle English organizen, organysen, partly from Middle French organiser and partly from its etymon, Medieval Latin organizō, from Latin organum (“organ”). By surface analysis, organ + -ize.	verb. To arrange in working order.
original	From Middle English original, from Old French original, from Late Latin orīginālis (“primitive, original”), from Latin orīgō (“beginning, source, origin”), equivalent to origin + -al; see origin.	adjective. Relating to the origin or beginning; preceding all others.
orthodox	From Late Middle English orthodoxe, from Middle French orthodoxe and its etymon Late Latin orthodoxus, from Ancient Greek ὀρθόδοξος (orthódoxos), from ὀρθός (orthós, “straight”) + δόξα (dóxa, “opinion”). Displaced native Old English wuldorlīċ.	adjective. Conforming to the accepted, established, or traditional doctrines of a given faith, religion, or ideology.
outdated	From outdate + -ed.	adjective. Out of date, old-fashioned, antiquated.
outgoing	From outgo + -ing, out + going.	adjective. Extroverted: talkative, friendly, and social, especially with respect to meeting new people easily and comfortably; outgiving.
outright	From Middle English outright. By surface analysis, out + right.	adverb. Wholly; completely; entirely.
outweigh	From out- + weigh.	verb. To exceed in weight or mass.
overcome	Inherited from Middle English overcomen, inherited from Old English ofercuman (“to overcome, subdue, compel, conquer, obtain, attain, reach, overtake”). By surface analysis, over- + come. Cognate with Dutch overkomen, German überkommen, Danish overkomme, Swedish överkomma.	verb. To surmount (a physical or abstract obstacle); to prevail over, to get the better of.
overflow	From Middle English overflowen, from Old English oferflōwan, equivalent to over- + flow.	noun. The spillage resultant from overflowing.
overhead	From Middle English owerheved, over-hed, over hede (adverb), from Old English oferhēafod (adverb), equivalent to over- + head. Compare German Low German overhoopt, överhoopt, German überhaupt. Piecewise doublet of overchief.	adjective. Located above, especially over the head.
overload	From over- + load.	verb. To load excessively.
overlong	From over- + long.	adjective. Too long; overly long.
overlook	Inherited from Middle English overloken. From Middle English overloken; equivalent to over- + look.	noun. A vista or point that gives a view down toward something else.
override	From Middle English overriden, from Old English oferrīdan, equivalent to over- + ride. Cognate with Dutch overrijden, German überreiten, Danish override.	verb. To ride across or beyond something.
overseas	From earlier oversea, equivalent to oversea + -s. Compare West Frisian oerseesk, Dutch overzees, German Übersee, Danish oversøisk.	adjective. Abroad, especially across the sea.
overtime	From over- + time.	noun. Working time outside of one's regular hours.
overtone	From over- + tone, calque of German Oberton.	noun. A tone whose frequency is an integer multiple of another; a member of the harmonic series.
overview	From over- + view.	noun. A brief summary, as of a book or a presentation.
pacifier	From pacify + -er.	noun. Someone or something that pacifies.
painless	From Middle English paynles, peynlees, equivalent to pain + -less. Compare West Frisian pynleas (“painless”), Dutch pijnloos (“painless”).	adjective. Free from pain; without pain or trouble.
painting	By surface analysis, paint + -ing.	noun. An illustration or artwork done with the use of paint.
paradise	From Middle English paradis, paradise, paradys, from Late Old English paradīs, borrowed from Old French paradis, from Latin paradīsus, from Ancient Greek παράδεισος (parádeisos), ultimately from Proto-Iranian *paridayjah. Doublet of parvis. Displaced Old English neorxnawang.	noun. The place where sanctified souls are believed to live after death.
parallel	From Middle French parallèle and its etymon Latin parallēlus, parallēlos. The verb is from the noun. See also para- and allo-.	adjective. Equally distant from one another at all points.
paranoia	Learned borrowing from Ancient Greek παράνοια (paránoia, “madness”), from παράνοος (paránoos, “demented”), from παρά (pará, “beyond, beside”) + νόος (nóos, “mind, spirit”). By surface analysis, para- (“abnormal, beyond”) + nous (“mind”) + -ia (“(medical) condition”).	noun. A psychotic disorder, now called delusional disorder, often (in one of six subtypes) characterized by delusions of persecution and a perceived threat against the individual affected with the disorder, and often associated with false accusations and a general mistrust of others.
paranoid	From paranoia + -oid.	adjective. Of, related to, or suffering from clinical paranoia.
particle	From Middle French particule, and its source, Latin particula (“small part, particle”), diminutive of pars (“part, piece”). Semantically displaced native Old English grot whence modern English groat.	noun. A very small piece of matter, a fragment; especially, the smallest possible part of something.
passport	From French passeport, from passer (“pass”) + port (“port”). Compare portpass. Equivalent to pass + port.	noun. An official document normally used for international journeys, which proves the identity and nationality of the person for whom it was issued.
password	From pass + word. The sentry-passing sense predates the cryptographic sense and was its inspiration.	noun. A word relayed to a person to gain admittance to a place or to gain access to information.
pathetic	From Middle French pathétique, from Latin patheticus, from Ancient Greek παθητικός (pathētikós, “subject to feeling, capable of feeling, impassioned”), from παθητός (pathētós, “one who has suffered, subject to suffering”), from πάσχω (páskhō, “to suffer”). By surface analysis, path- + -etic.	adjective. Arousing pity, sympathy, or compassion; exciting pathos.
patience	Inherited from Middle English pacience, from Old French pacience (modern French patience), from Latin patientia (“suffering; endurance, patience”), from patiens, present active participle of patior (“suffer, experience, wait”), ultimately from Proto-Indo-European *peh₁- (“to hurt”). Displaced Old English ġeþyld.	noun. The quality of being patient.
pavement	From Middle English pament, from Anglo-Norman pavement and reinforced by Middle French pavement; both from Latin pavīmentum (“paved surface or floor”), from pavīre (“to beat, to ram, to tread down”). Morphologically pave + -ment.	noun. A paved surface; a hard covering on the ground.
peaceful	From Middle English peesful, pesful, paisful, pesefull. By surface analysis, peace + -ful. Displaced native Old English friþsum.	adjective. Not at war; not disturbed by strife or turmoil.
peculiar	From Latin pecūliāris (“one's own”), from pecūlium (“private property”), from pecus (“cattle”).	adjective. Out of the ordinary; odd; strange; unusual.
pedantic	From pedant + -ic.	adjective. Being overly concerned with formal rules and trivial points of learning, like a pedant.
pedantry	From Italian pedanteria, equivalent to pedant + -ry. Compare also French pédanterie.	noun. An excessive attention to detail or rules. An instance of such behaviour.
perceive	From Middle English perceyven, borrowed from Old French percevoir, perceveir, from Latin percipiō, past participle perceptus (“take hold of, obtain, receive, observe”), from per (“by, through”) + capiō (“to take”); see capable. Compare conceive, deceive, receive.	verb. To become aware of, through the physical senses, to see; to understand.
periodic	From French périodique, from Medieval Latin periodicus (“cyclical”), from Latin periodus (“complete sentence, period, circuit”), from Ancient Greek περίοδος (períodos, “cycle, period of time”). By surface analysis, period + -ic.	adjective. Relative to a period or periods.
personal	From Middle English personal, personele, from Anglo-Norman personel, personal, personell, Old French personal, personel, from Late Latin persōnālis (“of a person, personly”), equivalent to person + -al. Doublet of personnel.	adjective. Pertaining to persons (human beings as opposed to things or animals).
persuade	From Latin persuādeō (“to persuade”). Cognate to for, sweet.	verb. To successfully convince (someone) to agree to, accept, or do something, usually through reasoning and verbal influence.
perverse	From Middle English perverse, pervers, from Old French pervers, from Latin perversum (“thoroughly turned”), past participle of pervertere, from per- (“thoroughly”) + vertere (“to turn”).	adjective. Turned aside while against something, splitting off from a thing.
pharmacy	From Middle English pharmacy, borrowed from Middle French pharmacie (“the art of creating drugs; a drug, especially a laxative”), from Old French farmacie, from Medieval Latin pharmacia, from Ancient Greek φαρμακεία (pharmakeía, “the use of drugs”), from φάρμακον (phármakon, “a drug, charm, enchantment”), of uncertain but likely Pre-Greek origin. Attested since late 14th century.	noun. A place where prescription drugs are sold or dispensed.
physical	Borrowed from Late Latin physicālis, from Latin physica (“study of nature”), from Ancient Greek φυσική (phusikḗ), feminine singular of φυσικός (phusikós, “natural; physical”), from φύσις (phúsis, “origin, birth; nature, quality; form, shape; type, kind”), from φῠ́ω (phŭ́ō, “grow”), ultimately from Proto-Indo-European *bʰuH- (“to appear, become, rise up”).	adjective. Of medicine. Pertaining to the field of medicine; medical. That practises medicine; pertaining to doctors, physicianly. Medicinal; good for the health, curative, therapeutic.
pipeline	From pipe + line.	noun. A conduit made of pipes used to convey water, gas or petroleum, etc.
